MplusiD,age,gender,race,grade,aspiration,interest1,interest2,interest3,zip,median_income,percent_bachelors
2602,16,1,7, , , , , ,16511,50614,27.1
2606,17,1,7, , , , , ,34243,55268,32
2607,13,0,7, , , , , ,77346,58645,30.7
2608,15,0,7, , , , , ,8061,86496,34.4
2609,16,0,2, , , , , ,1851,98555,56
2610,13,0,3,7,6, , , ,68025, , 
2611,14,0,3,4,5,3,4,4, , , 
2611,14,0,3,9,5, , , ,32208,52062,29.4
2613,13,0,7, , , , , ,70806,55326,35.1
2614,16,1,4,10,6, , , ,33183,49930,29.3
2616,15,1,3,3,5,4,5,4, , , 
2616,15,1,3,10,5, , , ,48091,60380,24.8
2620,14,1,7,8,6, , , ,60649,61405,38.6
2621,16,1,1,3,3,1,1,1, , , 
2621,16,1,1,10,3, , , ,95401,80409,35.8
2623,14,1,2, , , , , ,52803,58129,31.7
2626,13,0,3,7,5, , , ,73111,51323,32.7
2632,16,0,7, , , , , ,7026,94107,48.9
2634,14,1,1,5,5,1,2,1, , , 
2634,14,1,1,8,5, , , ,38135,49647,31.8
2636,14,1,3,4,2,5,4,4, , , 
2636,14,1,3,9,2, , , ,20743,81240,32.1
2642,14,0,7, , , , , ,35080,73031,43.3
2644,13,0,1,8,6, , , ,5403,64444,48.2
2647,14,0,7, , , , , ,98604,74747,31.6
2648,14,1, , , , , , ,27209, , 
2649,17,1,3, , , , , ,94531,95339,42.2
2651,15,0,1,4,6,5,5,5, , , 
2651,15,0,1,9,6, , , ,30040,102084,55.2
2654,17,0,7, , , , , ,14609,57561,37.3
2655,16,1,7, , , , , ,60187,89521,50.1
2656,14,1,4,7,5, , , ,75080,56718,30.6
2657,13,0,7,6,3, , , ,65265, , 
2658,15,0,2, , , , , ,46033,93604,59.9
2659,17,1,7,2,2,1,1,1, , , 
2659,17,1,7,11,2, , , ,48846, , 
2661,13,1,7, , , , , ,95660,63045,30.5
2667,16,0,7,3,5,2,2,2, , , 
2667,16,0,7,10,5, , , ,97424,50654,31.1
2668,15,0,1,8,6, , , ,91763,60420,20.5
2670,14,0,7, , , , , ,33131,49930,29.3
2671,14,1,7, , , , , ,30168,75654,46.7
2675,15,1,7, , , , , ,30296,45172,16.4
2676,15,1,7,4,4,2,1,2, , , 
2676,15,1,7,9,4, , , ,46615,52106,29.8
2677,16,0,7, , , , , ,21131,73805,39.1
2680,15,0,1,4,6,5,5,5, , , 
2680,15,0,1,9,6, , , ,93230,57555,13.2
2681,17,1,3,2,2,3,3,4, , , 
2681,17,1,3,11,2, , , ,33034,49930,29.3
2683,14,0,7, , , , , ,24540, , 
2685,16,0,4,10,5, , , ,80241,66517,22.9
2686,16,0,7, , , , , ,44875,46032,18.8
2688,17,1,3,2,5,2,2,2, , , 
2688,17,1,3,11,5, , , ,11743,94750,36.5
2692,17,0,1,2,6,4,5,5, , , 
2692,17,0,1,11,6, , , ,29681,55914,34.5
2694,15,1,1,4,5,1,1,1, , , 
2694,15,1,1,9,5, , , ,95014,119035,51.7
2698,17,0,7, , , , , ,49735, , 
2699,13,0,3,8,1, , , ,77449,58645,30.7
2706,14,0,7, , , , , ,77845,45155,40.9
2709,14,1,1,9, , , , ,89117,57189,24.4
2713,15,1,3,5,5,1,2,2, , , 
2713,15,1,3,8,5, , , ,11216,56942,37.1
2714,17,0,3, , , , , ,27610,77318,52.2
2717,16,0,1,10, , , , ,55367,101271,50
2718,15,0,7, , , , , ,53219,47591,30.7
2720,15,1,4,9,5, , , ,73501,51059,24.2
2721,17,1,7, , , , , ,41175, , 
2724,16,0,7, , , , , ,73129,51323,32.7
2725,16,0,1,8,6, , , ,5819, , 
2731,14,0,1,7,6, , , ,60517,89521,50.1
2734,13,0,7, , , , , ,70605,52319,24.9
2735,14,0,7, , , , , ,31401,55352,32.7
2737,17,0,4,2,2,2,2,3, , , 
2737,17,0,4,11,2, , , ,80631,68884,27.5
2740,13,0,1,5,6,3,4,3, , , 
2740,13,0,1,8,6, , , ,37415,51302,32.5
2742,15,1,7,9,5, , , ,64801,47981,22.9
2743,16,1,7, , , , , ,27203,43154,16.2
2745,15,1,3,3,5,4,3,3, , , 
2745,15,1,3,10,5, , , ,36345, , 
2746,16,1,7, , , , , ,63012,62228,22.7
2749,17,0,3,2,5,4,4,3, , , 
2749,17,0,3,11,5, , , ,29063,51946,37.4
2751,16,1,3,3,5,3,2, , , , 
2751,16,1,3,10,5, , , ,28530,51789,28.1
2755,15,1,4,4,6,4,3,3, , , 
2755,15,1,4,9,6, , , ,34202,55268,32
2756,16,1,7, , , , , ,7208,77326,34.8
2758,14,1,7,7,2, , , ,30906,37324,21.1
2759,15,1,4,10,5, , , ,92584,63944,22.2
2762,13,1,7,7,5, , , ,28137, , 
2767,16,1,3,3,5,2,2,3, , , 
2767,16,1,3,10,5, , , ,72209,52450,34.7
2771,14,0,7, , , , , ,61455, , 
2773,15,0,8, , , , , ,92506,63944,22.2
2777,13,1,7, , , , , ,95926,49061,26.6
2778,16,0,7, , , , , ,12110,66204,42.8
2779,17,0,7,12, , , , ,49010,62853,23.5
2780,17,0,3,11,6, , , ,30281,45172,16.4
2783,14,1,7, , , , , ,15322, , 
2784,15,0,7, , , , , ,6708,66863,34.2
2785,15,0,3,4,5,1,1,1, , , 
2785,15,0,3,9,5, , , ,74127,52441,31.7
2786,16,0,4,3,5,5,5,5, , , 
2786,16,0,4,10,5, , , ,85142,62223,32.3
2789,14,1,3,7,2, , , ,2118,66459,44.7
2790,14,1,7, , , , , ,76522,52769,16.9
2793,15,1,2, , , , , ,64093, , 
2794,16,0,7, , , , , ,32024,40811,17.5
2795,13,0,7, , , , , ,31011, , 
2796,17,0,4,11,6, , , ,32824,54107,34.1
2797,13,1,7, , , , , ,6234,63573,24.3
2798,16,1,1,10,5, , , ,92123,76207,38.8
2799,13,0,7,7,6, , , ,32168,46901,22.7
2800,13,0,7, , , , , ,61880,50281,44.8
2802,16,1,3,4,5,5,5,5, , , 
2802,16,1,3,9,5, , , ,60628,61405,38.6
2803,14,0,6, , , , , ,56649, , 
2805,16,1,3,3,5,2,1,5, , , 
2805,16,1,3,10,5, , , ,30263,72787,31.3
2806,15,1,7, , , , , ,44704,50984,22.1
2807,16,0,7, , , , , ,90212,65006,32.3
2809,15,1,7,4,5,2,1,2, , , 
2809,15,1,7,9,5, , , ,29401,60555,42.5
2810,17,0,3,11,2, , , ,15210,58625,41.4
2814,13,0,1,7,5, , , ,33189,49930,29.3
2815,16,1,7, , , , , ,43611,47308,26.5
2816,14,0,4,6,2, , , ,33056,49930,29.3
2818,14,0,7, , , , , ,29690,55914,34.5
2819,13,1,1,6,5, , , ,10952,88726,41
2820,17,0,7, , , , , ,35954,41576,19.3
2821,13,0,1,7,6, , , ,7090,77326,34.8
2822,16,1,7, , , , , ,75032,94848,42.6
2823,16,1,7, , , , , ,61739, , 
2824,16,1,4,3,6,1,3,2, , , 
2824,16,1,4,10,6, , , ,66219,82855,55.8
2825,13,1,4,5,5,1,1,1, , , 
2825,13,1,4,8,5, , , ,7036,77326,34.8
2826,15,0,7, , , , , ,36330, , 
2827,14,1,1,9,6, , , ,4101,71975,47.2
2828,14,1,4,7, , , , ,33825,35543,17.8
2830,13,1,4,7,5, , , ,85741,51425,33.6
2832,16,1,7, , , , , ,78642,81719,40.9
2833,16,1,7, , , , , ,93536,65006,32.3
2837,13,0,8, , , , , ,40505,56137,43.6
2840,16,1,3,10,2, , , ,32839,54107,34.1
2841,14,1,4,7,2, , , ,17512,63407,28
2842,17,0,7, , , , , ,45365, , 
2844,15,0,3,8,6, , , ,30401, , 
2845,15,1,7,4,5,2,2,3, , , 
2845,15,1,7,9,5, , , ,26003, , 
2847,14,1,7,10, , , , ,48423,46298,20.9
2849,15,0,2, , , , , ,17516,63407,28
2850,16,1,7, , , , , ,28173,77691,33.3
2855,13,1,7, , , , , ,20152,135842,62.1
2856,14,1,7,8, , , , ,48420,46298,20.9
2860,14,0,1,4,6,3,4,3, , , 
2860,14,0,1,9,6, , , ,92805,86217,40.3
2861,16,1,3,3,6,4,3,4, , , 
2861,16,1,3,10,6, , , ,77049,58645,30.7
2862,17,0,7, , , , , ,3867,71057,33
2863,14,1,7, , , , , ,60604,61405,38.6
2864,14,0,4,5,5,1,1,2, , , 
2864,14,0,4,8,5, , , ,78557,37106,18.7
2865,13,0,7, , , , , ,28786, , 
2866,13,0,7, , , , , ,38002,49647,31.8
2869,17,1,1,8,5, , , ,32931,52540,30
2870,15,0,3,3,1,5,5,4, , , 
2870,15,0,3,10,1, , , ,63137,64784,42.8
2871,15,1,7, , , , , ,41031, , 
2877,13,1,2, , , , , ,56003, , 
2878,14,0,7,8,5, , , ,95337,61164,18.9
2880,14,0,4,5,6,2,3,2, , , 
2880,14,0,4,8,6, , , ,78026, , 
2881,15,1,1,9,6, , , ,30019,68914,36.5
2882,15,1,7, , , , , ,63080, , 
2883,14,1,3,4,6,3,3,3, , , 
2883,14,1,3,9,6, , , ,61614,53843,31.2
2884,15,1,4,11,5, , , ,76354,43295,22.3
2885,14,0,2, , , , , ,84015,80301,38.9
2887,16,0,3,11, , , , ,94702,96296,46.4
2889,13,0,4,8,3, , , ,91605,65006,32.3
2891,15,1,7,11,6, , , ,30101,75654,46.7
2892,15,0,3,10,4, , , ,20706,81240,32.1
2893,15,0,7, , , , , ,17763,50909,24.1
2894,16,0,7, , , , , ,60803,61405,38.6
2896,13,1,4,8,6, , , ,33176,49930,29.3
2897,14,1,1,8,5, , , ,32073,65247,22
2899,16,1,7, , , , , ,64012,64595,26.5
2900,13,0,3,6,1, , , ,20874,103235,57.8
2901,13,1,1,7, , , , ,78739,72884,49.5
2903,14,0,3,4,6,5,5,5, , , 
2903,14,0,3,9,6, , , ,70507,52265,32.9
2904,13,1,7, , , , , ,90015,65006,32.3
2906,14,1,7, , , , , ,46112,70991,35.6
2907,16,1,2, , , , , ,2131,66459,44.7
2908,16,1,3, , , , , ,93307,49854,16
2911,15,0,4,10,5, , , ,13021,56599,22.4
2914,17,0,1,12,6, , , ,95128,119035,51.7
2915,15,0,3,9,5, , , ,28304,43759,23.9
2916,13,0,1,4,5,4,4,3, , , 
2916,13,0,1,9,5, , , ,33134,49930,29.3
2917,13,1,7, , , , , ,3283, , 
2918,15,1,4,10,4, , , ,10011,85071,60.6
2920,15,1,7, , , , , ,32806,54107,34.1
2922,17,0,7, , , , , ,2148,98555,56
2924,14,1,7, , , , , ,91077, , 
2928,14,0,7, , , , , ,4742,43015,19.1
2929,15,1,7,10,5, , , ,89502,61498,31.1
2930,15,0,2, , , , , ,75241,56718,30.6
2933,15,1,4,4,5,4,4,4, , , 
2933,15,1,4,9,5, , , ,33166,49930,29.3
2935,17,1,3,2,6,5,5,5, , , 
2935,17,1,3,11,6, , , ,80110,75357,43.7
2938,14,1,3,9,5, , , ,20866,103235,57.8
2941,15,1,3,8,6, , , ,27612,77318,52.2
2942,15,0,7, , , , , ,45662,43367,16.7
2944,15,1,7,4,6,3,3,3, , , 
2944,15,1,7,9,6, , , ,41001,61379,36.7
2945,13,0,3,9,1, , , ,62220,51670,28.5
2946,15,1,7, , , , , ,2124,66459,44.7
2947,15,0,4,10,5, , , ,33602,54731,33.3
2949,16,0,3,10,5, , , ,36784, , 
2951,15,1,7,9, , , , ,80111,75357,43.7
2952,13,1,7, , , , , ,85013,62223,32.3
2953,17,0,1,12,6, , , ,77040,58645,30.7
2957,15,0,7, , , , , ,53158,61073,25.7
2968,16,0,3,3,4,1,1,3, , , 
2968,16,0,3,10,4, , , ,60503,82196,32.7
2970,13,0,4,7,2, , , ,95360,59514,17.5
2974,17,0,7, , , , , ,12183,66204,42.8
2975,14,0,7, , , , , ,91205,65006,32.3
2976,15,0,4,4,2,4,4,5, , , 
2976,15,0,4,9,2, , , ,85017,62223,32.3
2977,15,1,7, , , , , ,77075,58645,30.7
2978,14,0,3,5,2,4,4,3, , , 
2978,14,0,3,8,2, , , ,27546,51479,21.9
2979,16,1,3,10,5, , , ,39204,45658,28.7
2981,13,1,1,7,5, , , ,92780,86217,40.3
2982,14,0,7, , , , , ,19604,61058,23.8
2983,15,0,4,10,1, , , ,92010,76207,38.8
2985,17,1,7, , , , , ,44221,55419,32.8
2987,17,1,3,12,5, , , ,11798,94750,36.5
2990,14,1,4,5,5,3,3,3, , , 
2990,14,1,4,8,5, , , ,80233,66517,22.9
2991,16,1,1,2,5,3,3,4, , , 
2991,16,1,1,11,5, , , ,92344,60420,20.5
2992,16,1,7,12,6, , , ,39648, , 
2993,17,0,7, , , , , ,66701, , 
2994,15,1,7, , , , , ,86323,50041,23.7
2995,16,1,3,4,5,1,1,1, , , 
2995,16,1,3,9,5, , , ,6704,66863,34.2
2998,16,1,4,3,1,4,4,3, , , 
2998,16,1,4,10,1, , , ,77477,90845,46.7
3004,15,0,4,9,5, , , ,93654,51800,20.4
3005,13,1,7,7,5, , , ,77656, , 
3006,15,1,7, , , , , ,39845, , 
3007,15,0,2, , , , , ,49009,56025,39.9
3009,16,0,7, , , , , ,40509,56137,43.6
3010,17,0,4,11,5, , , ,90706,65006,32.3
3012,16,0,4,3,5,3,3,4, , , 
3012,16,0,4,10,5, , , ,85706,51425,33.6
3013,16,0,7, , , , , ,75474,55786,23.8
3015,14,0,7, , , , , ,8701,71081,30.5
3016,16,0,7, , , , , ,2155,98555,56
3017,13,1,7, , , , , ,8361,52627,18.1
3019,14,0,7, , , , , ,62040,57890,27.3
3020,14,1,7, , , , , ,44883, , 
3022,17,1,1,12,2, , , ,11368,64509,30.9
3024,17,0,3,2,6,5,5,5, , , 
3024,17,0,3,11,6, , , ,32819,54107,34.1
3029,17,1,7, , , , , , , , 
3032,17,0,2, , , , , ,30157,66482,21.7
3034,16,0,7, , , , , ,21774,92495,42.2
3035,16,1,7, , , , , ,90009, , 
3038,17,0,4,1,3,4,3,3, , , 
3038,17,0,4,12,3, , , ,78045,43408,17.1
3039,14,0,4, , , , , ,76544,52479,26.9
3041,14,0,1,9,6, , , ,95823,63045,30.5
3044,14,1,4,9,6, , , ,43026,59227,38.7
3045,17,1,7, , , , , ,73003,51323,32.7
3046,17,1,7, , , , , ,76117,65052,31.4
3050,14,0,7, , , , , ,44109,46784,32.6
3051,13,0,4,4,5,4,5,4, , , 
3051,13,0,4,9,5, , , ,85706,51425,33.6
3052,14,1,7, , , , , ,72472, , 
3053,15,1,7, , , , , ,4937, , 
3055,13,1,1,6,5, , , ,94565,95339,42.2
3056,13,0,7, , , , , ,84401,62917,25.4
3058,15,0,7, , , , , ,58490, , 
3062,17,1,3,1,5,4,4,4, , , 
3062,17,1,3,12,5, , , ,92114,76207,38.8
3066,16,1,5, , , , , ,40047,62319,13.5
3067,14,1,7, , , , , ,73772, , 
3068,17,1,7, , , , , ,33544,51347,23.3
3070,13,0,3,7,6, , , ,27909, , 
3071,15,1,4,11,2, , , ,6708,66863,34.2
3076,16,0,2, , , , , ,73170,61213,33.6
3078,14,1,4,8,5, , , ,34769,49762,19.1
3079,17,0,7,1,5,2,2,2, , , 
3079,17,0,7,12,5, , , ,88310,43887,18.6
3080,13,0,7, , , , , ,55117,61962,42.4
3081,17,0,7, , , , , ,17314,63519,25.3
3088,14,1,7, , , , , ,39762, , 
3089,17,0,7, , , , , ,27107,50185,34
3091,17,1,7, , , , , ,33511,54731,33.3
3092,14,0,2, , , , , ,49525,61125,36.5
3095,16,1,3,3,6,5,5,4, , , 
3095,16,1,3,10,6, , , ,40220,55044,33.5
3100,17,1,4,2,6,3,4,4, , , 
3100,17,1,4,11,6, , , ,85365,46798,13.5
3105,14,0,7, , , , , ,30115,76368,36.5
3107,17,0,7, , , , , ,90650,65006,32.3
3108,16,1,7, , , , , ,91945,76207,38.8
3109,13,0,7, , , , , ,14214,55604,34.4
3116,14,0,7, , , , , ,21784,93676,36.2
3117,16,0,7, , , , , ,2893,75143,33.5
3120,14,1,7, , , , , ,43830,43113,16
3121,16,1,1,1,6,3,3,3, , , 
3121,16,1,1,12,6, , , ,20850,103235,57.8
3124,15,1,7,4,5,5,5,5, , , 
3124,15,1,7,9,5, , , ,31788, , 
3125,14,1,7,7,4, , , ,17824,44895,16
3128,16,0,2, , , , , ,93662,51800,20.4
3129,13,0,3,6,6, , , ,74126,52441,31.7
3130,17,0,7,11,2, , , ,98104,89675,51.5
3132,17,1,7, , , , , ,80911,65370,39.2
3133,15,1,7,4,4,4,3,3, , , 
3133,15,1,7,9,4, , , ,17033,61622,29.2
3134,13,0,7, , , , , ,41018,58595,32.1
3138,15,1,7, , , , , ,37043,58381,28.1
3139,16,0,4,2,5,3,3,3, , , 
3139,16,0,4,11,5, , , ,27215,45150,23.4
3140,14,0,4,4,6,5,3,4, , , 
3140,14,0,4,9,6, , , ,10458,37397,19.6
3141,16,0,7, , , , , ,12118,83726,42.1
3142,15,1,2, , , , , ,32765,64049,41.6
3143,16,1,1,3,6,3,3,3, , , 
3143,16,1,1,10,6, , , ,2467,100829,53.5
3145,17,0,7, , , , , ,71901,46101,19.5
3148,16,1,7,2,4,2,2,2, , , 
3148,16,1,7,11,4, , , ,45014,64023,29.3
3149,17,0,7, , , , , ,84720, , 
3151,15,0,7, , , , , ,72756,63746,34
3152,15,1,1,10,6, , , ,85249,62223,32.3
3153,13,1,1,7,5, , , ,20141,135842,62.1
3157,14,0,3,8,5, , , ,48198,70286,54.5
3158,16,0,4,3,6,3,3,3, , , 
3158,16,0,4,10,6, , , ,79908,44489,22.9
3159,14,0,7,3,4,4,3,3, , , 
3159,14,0,7,10,4, , , ,97078, , 
3160,14,1,7, , , , , ,10011,85071,60.6
3161,15,1,7, , , , , ,10314,79201,33.1
3165,14,0,7,12,2, , , ,59427, , 
3166,17,1,7, , , , , ,75067,86291,46.1
3167,13,1,3,7,5, , , ,92557,63944,22.2
3170,14,0,7, , , , , ,29536, , 
3171,13,0,3,7,5, , , ,46217,47344,32
3173,15,1,3,3,6,5,5,5, , , 
3173,15,1,3,10,6, , , ,17257,69301,37.4
3174,17,0,1,1,5,3,3,3, , , 
3174,17,0,1,12,5, , , ,29607,55914,34.5
3176,16,1,7, , , , , ,52240,61011,57
3178,16,1,7, , , , , ,32311,51642,46.9
3179,13,1,4,9,5, , , ,91709,60420,20.5
3184,13,1,2, , , , , ,28544,49883,22.3
3186,16,1,7, , , , , ,44116,46784,32.6
3190,16,0,7, , , , , ,2816,75143,33.5
3193,17,1,4,2,5,3,3,3, , , 
3193,17,1,4,11,5, , , ,75007,86291,46.1
3196,16,0,7, , , , , ,1247,57054,32.3
3198,17,1,7,2,2,3,3,3, , , 
3198,17,1,7,11,2, , , ,21740,60385,23.9
3199,17,1,7, , , , , ,89123,57189,24.4
3204,17,1,3,11,5, , , ,36093,60558,24.9
3207,14,1,3,4,5,5,5,4, , , 
3207,14,1,3,9,5, , , ,71730, , 
3209,15,0,7, , , , , ,6519,66863,34.2
3210,17,1,3,2,3,5,5,5, , , 
3210,17,1,3,11,3, , , ,60085,85895,44.9
3211,13,0,3,5,6,3,3,4, , , 
3211,13,0,3,8,6, , , ,48174,45135,23.4
3214,17,0,7,3,5,4,3,3, , , 
3214,17,0,7,10,5, , , ,44413,41818,10.8
3216,17,0,4,1,6,5,4,4, , , 
3216,17,0,4,12,6, , , ,91387,65006,32.3
3217,17,0,7, , , , , ,22980, , 
3219,14,1,7,9,6, , , ,41224, , 
3222,13,1,5, , , , , ,89144,57189,24.4
3223,15,1,3,10,6, , , ,28216,65588,46.1
3226,16,0,7, , , , , ,15650,60713,30.5
3227,14,1,4,8,3, , , ,2860,56672,28.7
3229,16,1,7,3,5,2,2,2, , , 
3229,16,1,7,10,5, , , ,38562, , 
3230,13,0,7, , , , , ,92679,86217,40.3
3231,14,1,3,5,4,5,5,5, , , 
3231,14,1,3,8,4, , , ,68104,61531,38.7
3232,15,0,7,11, , , , ,70805,55326,35.1
3233,15,0,7, , , , , ,72949, , 
3235,17,1,2, , , , , ,44111,46784,32.6
3240,13,0,2, , , , , ,37062,105622,60.1
3242,16,1,3,11,5, , , ,20136,100845,40.1
3244,13,1,4,7,5, , , ,15666,60713,30.5
3245,13,1,7,5,3,5,5,5, , , 
3245,13,1,7,8,3, , , ,28092,54361,21.8
3246,16,0,1,3,6,5,5,5, , , 
3246,16,0,1,10,6, , , ,27612,77318,52.2
3247,14,1,3,4,6,4,2,3, , , 
3247,14,1,3,9,6, , , ,38114,49647,31.8
3250,13,0,2, , , , , ,53511,55304,21.4
3251,13,0,7,7,4, , , ,24382, , 
3253,17,1,7, , , , , ,2893,75143,33.5
3254,15,0,7,9,5, , , ,44833, , 
3256,15,1,3,10,3, , , ,60621,61405,38.6
3257,16,0,7, , , , , ,10009,85071,60.6
3259,15,0,7, , , , , ,42240,43940,16.4
3260,14,0,7, , , , , ,33056,49930,29.3
3262,17,1,4, , , , , ,7073,94107,48.9
3263,13,0,7, , , , , ,76630,47267,24.6
3264,15,0,7, , , , , ,15122,58625,41.4
3265,17,1,1,11,6, , , ,19123,39759,28.3
3270,17,0,7, , , , , ,35747,41476,19.8
3271,16,0,3,2,1,4,4,5, , , 
3271,16,0,3,11,1, , , ,77061,58645,30.7
3275,16,1,1,3,5,3,4,4, , , 
3275,16,1,1,10,5, , , ,73099,74720,27.2
3276,17,0,7, , , , , ,75156,44971,17.2
3277,14,1,7, , , , , ,32615,44676,40.7
3279,13,0,3,7,6, , , ,39056,45658,28.7
3280,17,0,4,3,5,3,3,3, , , 
3280,17,0,4,10,5, , , ,30182,50100,23
3282,16,0,3,3,6,4,1,5, , , 
3282,16,0,3,10,6, , , ,70001,51494,25.1
3284,16,0,3, , , , , ,27613,77318,52.2
3286,16,0,7, , , , , ,74014,57823,24.5
3288,13,0,7, , , , , ,44646,50984,22.1
3290,15,0,7, , , , , ,10522,90578,47.9
3291,17,0,7, , , , , ,78249,54175,27.8
3292,15,0,2, , , , , ,19104,39759,28.3
3294,16,0,1,10,3, , , ,78023,54175,27.8
3295,15,0,7, , , , , ,38004, , 
3296,16,0,2, , , , , ,95123,119035,51.7
3303,13,0,7, , , , , ,89121,57189,24.4
3306,15,0,7, , , , , ,33612,54731,33.3
3307,16,1,3,2,6,5,5,5, , , 
3307,16,1,3,11,6, , , ,63021,64784,42.8
3309,16,0,7, , , , , ,48362,77475,47.4
3310,14,0,1,9,6, , , ,94087,119035,51.7
3311,14,1,3,9,6, , , ,32114,46901,22.7
3313,14,0,7, , , , , ,2720,67842,28.9
3318,14,0,7, , , , , ,48838, , 
3319,17,1,7, , , , , ,29577,45680,22.7
3320,17,1,3,3,4,2,1,1, , , 
3320,17,1,3,10,4, , , ,75237,56718,30.6
3321,13,1,7, , , , , ,33132,49930,29.3
3322,16,0,7, , , , , ,71291,40161,23.6
3325,13,1,7, , , , , ,46168,70991,35.6
3326,14,0,7, , , , , ,85142,62223,32.3
3327,16,0,3,3,5,2,3,2, , , 
3327,16,0,3,10,5, , , ,21230,47131,30.6
3328,17,0,8, , , , , ,29102, , 
3329,13,0,7, , , , , ,52001,61497,33
3331,15,1,7, , , , , ,2865,56672,28.7
3333,16,1,1,3,6,4,4,4, , , 
3333,16,1,1,10,6, , , ,93010,82857,33.4
3334,17,0,2, , , , , ,12345, , 
3336,16,1,7, , , , , ,1030,51726,27.3
3338,15,0,7, , , , , ,62258,51670,28.5
3340,15,0,3,9,3, , , ,45506,46665,20.1
3341,16,0,7, , , , , ,82601,60546,24.2
3342,16,0,7, , , , , ,44102,46784,32.6
3343,16,0,7, , , , , ,3264,64420,42
3346,15,1,7, , , , , ,11741,94750,36.5
3349,16,1,7, , , , , ,1085,51726,27.3
3352,14,1,4,5,5,4,4,4, , , 
3352,14,1,4,8,5, , , ,80516,68884,27.5
3353,17,0,3, , , , , ,80906,65370,39.2
3354,13,0,7, , , , , ,27612,77318,52.2
3355,16,0,7, , , , , ,66106,46310,16.6
3357,15,1,4,10,5, , , ,10468,37397,19.6
3359,17,1,7,10,2, , , ,4348, , 
3361,13,1,1,7,6, , , ,24503,45239,33.3
3364,14,0,3,9, , , , ,48076,77475,47.4
3367,17,0,7, , , , , ,84119,71471,36
3372,16,1,7, , , , , ,98387,69278,26
3373,17,1,7, , , , , ,93705,51800,20.4
3374,14,0,1,4,6,4,4,3, , , 
3374,14,0,1,9,6, , , ,22030,118279,61.4
3376,15,1,3,4,5,5,5,5, , , 
3376,15,1,3,9,5, , , ,75551, , 
3378,17,1,2, , , , , ,92225,63944,22.2
3379,13,1,1,7,5, , , ,55128,91866,43.6
3380,15,1,7, , , , , ,39571,47365,24.9
3381,17,1,4,2,1,2,5,3, , , 
3381,17,1,4,11,1, , , ,6705,66863,34.2
3382,16,0,7, , , , , ,36078,60558,24.9
3384,14,0,3,5,2,2,2,2, , , 
3384,14,0,3,8,2, , , ,19132,39759,28.3
3385,15,0,3, , , , , ,27530,44347,20.3
3386,17,0,3,12,6, , , ,44128,46784,32.6
3387,14,1,7, , , , , ,15650,60713,30.5
3388,16,1,1,3,5,4,4,4, , , 
3388,16,1,1,10,5, , , ,8816,85337,44.5
3390,15,1,7,4,6,5,4,5, , , 
3390,15,1,7,9,6, , , ,15963,48846,14.4
3391,16,0,7, , , , , ,97477,50654,31.1
3392,14,1,4,5,5,3,4,3, , , 
3392,14,1,4,8,5, , , ,2301,86910,36
3394,16,1,7,3,4,1,1,1, , , 
3394,16,1,7,10,4, , , ,45177, , 
3397,15,0,7, , , , , ,59701, , 
3398,15,0,7, , , , , ,66085,82855,55.8
3399,14,1,1,4,5,5,5,5, , , 
3399,14,1,1,9,5, , , ,35811,62312,41.3
3400,15,1,7, , , , , ,33622, , 
3401,16,1,7, , , , , ,38865, , 
3402,16,0,7,3,6,4,4,3, , , 
3402,16,0,7,10,6, , , ,24151, , 
3403,14,1,4,5,6,4,4,5, , , 
3403,14,1,4,8,6, , , ,78504,37106,18.7
3404,16,1,7, , , , , ,97479,47746,17.3
3405,13,0,7,5,6,5,5,5, , , 
3405,13,0,7,8,6, , , ,98370,73026,33.5
3406,17,1,7, , , , , ,60140,75628,32.4
3407,13,0,1,8,6, , , ,94024,119035,51.7
3408,16,1,7, , , , , ,37714, , 
3415,17,1,3,2,5,3,3,3, , , 
3415,17,1,3,11,5, , , ,19023,73854,40.3
3417,16,1,7, , , , , ,45044,64023,29.3
3421,14,1,7, , , , , ,8865,80657,33.3
3423,13,1,1,7,6, , , ,21043,111473,61.6
3425,13,0,8, , , , , ,73099,74720,27.2
3427,17,0,3,12,4, , , ,29229,51946,37.4
3430,15,1,7, , , , , ,29566,45680,22.7
3431,17,1,7, , , , , ,30303,65037,51.2
3432,13,1,5, , , , , ,89114, , 
3433,15,1,7,12,5, , , ,41031, , 
3434,16,0,7, , , , , ,34205,55268,32
3437,13,1,6, , , , , ,65251, , 
3440,13,0,7, , , , , ,61326, , 
3441,16,1,7, , , , , ,62650, , 
3442,13,0,7, , , , , ,28655,40274,16.6
3445,13,0,3, , , , , ,53548,55304,21.4
3446,14,0,2, , , , , ,89135,57189,24.4
3448,13,0,7,7,5, , , ,2747,67842,28.9
3450,17,0,7, , , , , ,32628, , 
3451,13,1,1,7,6, , , ,49829, , 
3454,15,1,7, , , , , ,66064, , 
3456,13,0,1,5,5,4,4,4, , , 
3456,13,0,1,8,5, , , ,90808,65006,32.3
3457,14,1,7, , , , , ,36527,55342,33.6
3462,15,0,2, , , , , ,32216,52062,29.4
3464,15,1,7, , , , , ,63736, , 
3465,15,1,7, , , , , ,7059,112153,52.5
3467,17,0,1,1,6,4,3,3, , , 
3467,17,0,1,12,6, , , ,91786,60420,20.5
3469,14,0,7,4,6,5,5,5, , , 
3469,14,0,7,9,6, , , ,77586,58645,30.7
3471,16,1,7,3,5,3,3,3, , , 
3471,16,1,7,10,5, , , ,60164,61405,38.6
